target,kind,data_col,frequency_band,frequency_mhz,n_blocked,n_visible,mean_blocked,mean_visible,diff_visible_minus_blocked,z_score,p_value,perm_rep
Mars,planet,rv2_coarse,8,6.55,808,3728,853304232.3527663,6879909.555150634,-846424322.7976156,-0.9951582212750584,0.31965931772923617,0
Mars,planet,rv2_coarse,9,9.18,919,4191,540219650.4456908,288039500.0791922,-252180150.36649853,-0.5701165335031757,0.5685986620293464,0
Jupiter,planet,rv2_coarse,1,0.45,479,4615,140610848.0709812,2117237985.801449,1976627137.7304678,3.8856821581340775,0.00010204294410032233,0
Jupiter,planet,rv2_coarse,2,0.7,476,4237,2250977571.2962184,83969883.79184422,-2167007687.504374,-1.0022578996625657,0.3162190502209663,0
Jupiter,planet,rv2_coarse,3,0.9,441,4286,1892748.656887755,11304919.793557514,9412171.136669759,1.150045389989701,0.2501251768719883,0
Jupiter,planet,rv2_coarse,4,1.31,504,4167,1900526.5734126985,2119588.3099952005,219061.73658250202,0.9778789297027684,0.3281342073557725,0
Jupiter,planet,rv2_coarse,5,2.2,544,4313,1158747.7294347426,2924778.258274403,1766030.5288396603,6.521445085470773,6.963318810448982e-11,0
Jupiter,planet,rv2_coarse,6,3.93,473,4175,1212323.2703488371,1649550.909505988,437227.6391571509,1.9678849689903213,0.04908127465263412,0
Jupiter,planet,rv2_coarse,7,4.7,485,4247,436376.8769329897,2486199.013903771,2049822.1369707813,1.455953544680006,0.1454054621803147,0
Jupiter,planet,rv2_coarse,8,6.55,483,4053,2746830.1989761256,176114335.9428895,173367505.74391338,1.0217597149931015,0.3068946404131647,0
Jupiter,planet,rv2_coarse,9,9.18,559,4551,6200024.711454607,373581540.27198005,367381515.5605254,2.503262274646575,0.012305431686860269,0
Saturn,planet,rv2_coarse,1,0.45,979,4115,3689700126.998468,1513047260.356789,-2176652866.641679,-1.3008796218062872,0.19329966241535912,0
Saturn,planet,rv2_coarse,2,0.7,851,3862,19333217.242068157,365301179.1015132,345967961.85944504,1.2468290992543267,0.21246016824691605,0
Saturn,planet,rv2_coarse,3,0.9,892,3835,2157734.6916339686,12350166.635707302,10192431.944073334,1.1141142081344397,0.26523019403823067,0
Saturn,planet,rv2_coarse,4,1.31,910,3761,2783752.1029532966,1929533.4929706196,-854218.609982677,-0.8766898633909188,0.3806551140224068,0
Saturn,planet,rv2_coarse,5,2.2,942,3915,4193925.157510616,2374010.1901340997,-1819914.9673765162,-1.5214084246074184,0.12815737605036648,0
Saturn,planet,rv2_coarse,6,3.93,835,3813,1403320.931511976,1649234.4548255967,245913.5233136206,1.463625591981294,0.143296276093549,0
Saturn,planet,rv2_coarse,7,4.7,935,3797,2884236.849785365,2126354.633345404,-757882.216439961,-0.263049442214099,0.7925124711908667,0
Saturn,planet,rv2_coarse,8,6.55,865,3671,14162556.03901734,191464862.86812496,177302306.8291076,0.9447985347343234,0.3447617400869263,0
Saturn,planet,rv2_coarse,9,9.18,924,4186,928044341.6852341,202131493.51990637,-725912848.1653277,-1.3739561189325509,0.16945530575132883,0
Uranus,planet,rv2_coarse,1,0.45,128,4966,4188718187.5,1873187670.7007022,-2315530516.799298,-0.6903661356984102,0.48996396712697665,0
Uranus,planet,rv2_coarse,2,0.7,92,4621,9924994.25,308663194.56655353,298738200.31655353,1.2883504565691484,0.1976239965221509,0
Uranus,planet,rv2_coarse,3,0.9,100,4627,4935770.299375,10545496.296290793,5609725.996915792,0.729410468157287,0.46575061631317327,0
Uranus,planet,rv2_coarse,4,1.31,83,4588,3155295.3501506024,2076787.351065279,-1078507.9990853234,-1.3466141962939415,0.1781045195912927,0
Uranus,planet,rv2_coarse,5,2.2,71,4786,4684308.740316901,2697940.1320909946,-1986368.6082259067,-5.2712867703450454,1.3547061006313754e-07,0
Uranus,planet,rv2_coarse,6,3.93,112,4536,881961.8125,1622910.9856839727,740949.1731839727,3.659781442118361,0.00025243045838330147,0
Uranus,planet,rv2_coarse,7,4.7,81,4651,465043.3163580247,2307645.9876879845,1842602.6713299598,1.4391510879251372,0.15010772004324102,0
Uranus,planet,rv2_coarse,8,6.55,87,4449,6938810.900862069,160601134.19066346,153662323.2898014,0.993736257023761,0.32035128624768294,0
Uranus,planet,rv2_coarse,9,9.18,99,5011,3117034.0970249367,339917544.8445178,336800510.7474929,2.5268088048719495,0.01151041465745628,0
Neptune,planet,rv2_coarse,1,0.45,1269,3825,2454924562.659082,1757674936.126879,-697249626.532203,-0.7192407353793752,0.4719926044569156,0
Neptune,planet,rv2_coarse,2,0.7,1201,3512,259992916.98001665,317481272.28645897,57488355.30644232,0.15000398492628378,0.8807614713183463,0
Neptune,planet,rv2_coarse,3,0.9,1248,3479,2117484.880408654,13407578.977328256,11290094.096919602,1.1197072576032199,0.26283853128210666,0
Neptune,planet,rv2_coarse,4,1.31,1190,3481,2598080.281092437,1924295.9914536052,-673784.2896388317,-0.8989346319796403,0.36868747991319095,0
Neptune,planet,rv2_coarse,5,2.2,1284,3573,3164091.4895833335,2569894.743947663,-594196.7456356706,-0.7782144391117308,0.4364426059360522,0
Neptune,planet,rv2_coarse,6,3.93,1186,3462,1917351.3696774873,1498071.9900707684,-419279.3796067189,-1.5268029636153664,0.12681001444329554,0
Neptune,planet,rv2_coarse,7,4.7,1195,3537,2347626.384257322,2251941.3254663036,-95685.05879101856,-0.03840519282455472,0.969364620762907,0
Neptune,planet,rv2_coarse,8,6.55,1175,3361,17896080.184534576,206513010.516456,188616930.33192143,0.920754964191258,0.35717837264381513,0
Neptune,planet,rv2_coarse,9,9.18,1296,3814,2342042.7057834202,445883617.263972,443541574.55818856,2.5335839046424073,0.011290270728720797,0
Earth,earth,rv2_coarse,1,0.45,805,4289,918556728.607764,2121466014.0290132,1202909285.4212492,1.5827122810611969,0.11348705784769653,0
Earth,earth,rv2_coarse,2,0.7,764,3949,12238681.37696335,359051752.0868686,346813070.7099052,1.2782059248802995,0.20117682760523192,0
Earth,earth,rv2_coarse,3,0.9,726,4001,3304671.7056646007,11719169.391292801,8414497.6856282,0.9519261659216017,0.3411344283410376,0
Earth,earth,rv2_coarse,4,1.31,723,3948,1883533.915369986,2134851.788231383,251317.872861397,1.005265758411915,0.3147688984912558,0
Earth,earth,rv2_coarse,5,2.2,774,4083,1980665.2937661498,2868452.7199057066,887787.4261395568,3.0006166151675693,0.00269433562574406,0
Earth,earth,rv2_coarse,6,3.93,762,3886,1528815.9589074804,1620006.7404464746,91190.78153899428,0.5397924119811137,0.5893402006262087,0
Earth,earth,rv2_coarse,7,4.7,754,3978,367492.24776193633,2637868.4873175756,2270376.239555639,1.5168761076389605,0.12929796692037,0
Earth,earth,rv2_coarse,8,6.55,724,3812,2424922.8942506905,187136012.1687301,184711089.27447942,1.02389990556837,0.3058825548410642,0
Earth,earth,rv2_coarse,9,9.18,830,4280,384510251.5396461,323479414.6760697,-61030836.86357641,-0.1786481103451205,0.8582140155185214,0
Fornax-A,fixed,rv2_coarse,1,0.45,1238,3856,628747155.0313004,2349589450.926073,1720842295.8947725,2.5929547731850784,0.009515528296143883,1
Fornax-A,fixed,rv2_coarse,2,0.7,1145,3568,14907091.048908297,395229008.495528,380321917.4466197,1.2664611736370799,0.20534802154711196,1
Fornax-A,fixed,rv2_coarse,3,0.9,1115,3612,33591134.3022982,3276155.494410991,-30314978.80788721,-0.9664695530492129,0.33380927511179914,1
Fornax-A,fixed,rv2_coarse,4,1.31,1157,3514,1772281.7063526362,2202521.327973819,430239.62162118265,1.5938446667816764,0.11097083037008626,1
Fornax-A,fixed,rv2_coarse,5,2.2,1166,3691,2417652.314161664,2824693.7942122733,407041.48005060945,1.1441921105272872,0.252543974287037,1
Fornax-A,fixed,rv2_coarse,6,3.93,1109,3539,1620764.429722723,1600134.5582085336,-20629.871514189523,-0.12114088088217202,0.9035794493341593,1
Fornax-A,fixed,rv2_coarse,7,4.7,1214,3518,381575.37057248765,2929874.217591477,2548298.8470189893,1.5057132736909697,0.1321407949893063,1
Fornax-A,fixed,rv2_coarse,8,6.55,1072,3464,642908491.5551211,7482742.383241015,-635425749.17188,-0.9910189479441643,0.3216763281341599,1
Fornax-A,fixed,rv2_coarse,9,9.18,1223,3887,275455788.776887,351621552.33273774,76165763.55585074,0.2788488268534472,0.7803608415727112,1
Cygnus-A,fixed,rv2_coarse,1,0.45,22,5072,5051577.715909091,1939726886.0390255,1934675308.3231165,4.191756781246933,2.7680265689777883e-05,1
Cygnus-A,fixed,rv2_coarse,2,0.7,24,4689,2450172.5416666665,304369144.2572071,301918971.7155404,1.3212672277191817,0.1864122772731751,1
Cygnus-A,fixed,rv2_coarse,3,0.9,13,4714,5001727.875,10441783.18423844,5440055.309238439,0.6957918944633229,0.4865591660959976,1
Cygnus-A,fixed,rv2_coarse,4,1.31,18,4653,1517574.5,2098189.0263808295,580614.5263808295,2.825907663052435,0.004714685263975227,1
Cygnus-A,fixed,rv2_coarse,5,2.2,17,4840,1988493.8970588236,2729570.8670454547,741076.9699866311,1.3315739977359555,0.18300021408063394,1
Cygnus-A,fixed,rv2_coarse,6,3.93,27,4621,544999.4212962963,1611250.5885495564,1066251.16725326,10.588154230320736,0.0,1
Cygnus-A,fixed,rv2_coarse,7,4.7,17,4715,345171.8051470588,2283067.248499325,1937895.4433522662,1.5339721171725067,0.1250365124772268,1
Cygnus-A,fixed,rv2_coarse,8,6.55,20,4516,734391.094140625,158348856.23134497,157614465.13720435,1.0350335372732151,0.30065324921519077,1
Cygnus-A,fixed,rv2_coarse,9,9.18,39,5071,1353338.7163461538,335946090.1955328,334592751.47918665,2.5406138020462015,0.011065807492021351,1
Sag-A,fixed,rv2_coarse,1,0.45,776,4318,1784416856.8435085,1957781014.309663,173364157.46615458,0.1097611170272246,0.9125988287834681,1
Sag-A,fixed,rv2_coarse,2,0.7,713,4000,1509690406.5848527,87709115.417011,-1421981291.1678417,-0.9839858452370174,0.32512247261845983,1
Sag-A,fixed,rv2_coarse,3,0.9,725,4002,6463509.45775862,11144813.6021989,4681304.14444028,0.4989856706898766,0.6177894788337683,1
Sag-A,fixed,rv2_coarse,4,1.31,697,3974,2216057.3347381637,2074886.2401704832,-141171.0945676805,-0.5823222081349626,0.5603496693231997,1
Sag-A,fixed,rv2_coarse,5,2.2,745,4112,2361742.4012583895,2793149.149759849,431406.7485014596,1.399029300503374,0.1618041967769579,1
Sag-A,fixed,rv2_coarse,6,3.93,695,3953,1212875.3330935251,1674008.4992568935,461133.1661633684,2.9417489849642977,0.0032636435762678495,1
Sag-A,fixed,rv2_coarse,7,4.7,681,4051,447166.57332966226,2583561.975049202,2136395.4017195394,1.450742203305851,0.14685165891454588,1
Sag-A,fixed,rv2_coarse,8,6.55,690,3846,2166533.2792402627,185549457.7743008,183382924.49506056,1.0256028132713002,0.30507884085952264,1
Sag-A,fixed,rv2_coarse,9,9.18,742,4368,499469498.39090925,305180640.0607669,-194288858.33014238,-0.3788378312393758,0.704808292365084,1
Mercury,planet,rv2_coarse,1,0.45,775,4319,3066119520.59879,1727752552.0341804,-1338366968.5646098,-0.6840984534428799,0.4939129983953512,1
Mercury,planet,rv2_coarse,2,0.7,711,4002,16002306.196905766,353790125.4015602,337787819.2046544,1.2614136153369309,0.20715986540820763,1
Mercury,planet,rv2_coarse,3,0.9,750,3977,3327397.79575,11765662.571300603,8438264.775550604,0.9492216439555606,0.3425078956402803,1
Mercury,planet,rv2_coarse,4,1.31,707,3964,1895357.2516796323,2131728.633656029,236371.38197639678,0.953348814104737,0.3404133665197908,1
Mercury,planet,rv2_coarse,5,2.2,741,4116,3581614.794703104,2573117.305606171,-1008497.489096933,-0.7907856632638278,0.42906907745299105,1
Mercury,planet,rv2_coarse,6,3.93,722,3926,1264154.7416031857,1667749.4219625574,403594.6803593717,2.5688649457003443,0.010203221358126013,1
Mercury,planet,rv2_coarse,7,4.7,699,4033,377182.1982296137,2605226.7891890197,2228044.590959406,1.5091480041593288,0.13126096434217738,1
Mercury,planet,rv2_coarse,8,6.55,742,3794,2475358.0831367923,188002479.4056271,185527121.3224903,1.0235691319300548,0.3060388313192117,1
Mercury,planet,rv2_coarse,9,9.18,783,4327,1371351563.5202296,145566704.26511315,-1225784859.2551165,-1.7740147592341917,0.07606070902099593,1
Venus,planet,rv2_coarse,1,0.45,1002,4092,2506998273.6144586,1790418775.7913,-716579497.8231585,-0.6948303091896882,0.4871616513030881,1
Venus,planet,rv2_coarse,2,0.7,955,3758,324169625.03455496,297409188.30629164,-26760436.72826332,-0.06463967154335995,0.9484608974183857,1
Venus,planet,rv2_coarse,3,0.9,983,3744,1704244.3496948117,12716964.796240652,11012720.44654584,1.1755486154468398,0.2397752993445934,1
Venus,planet,rv2_coarse,4,1.31,955,3716,1712825.9495418847,2194413.6434169807,481587.69387509604,1.9620389148462076,0.049757953789679066,1
Venus,planet,rv2_coarse,5,2.2,1060,3797,2953476.7697523586,2663745.5930504347,-289731.17670192383,-0.4426644221825313,0.6580084799062289,1
Venus,planet,rv2_coarse,6,3.93,960,3688,1778597.7591145833,1559883.4341953634,-218714.32491921983,-0.7986420454824358,0.42449800034749097,1
Venus,planet,rv2_coarse,7,4.7,1031,3701,2635412.326793711,2176011.8585348553,-459400.46825885586,-0.16995397964342976,0.8650463289500117,1
Venus,planet,rv2_coarse,8,6.55,953,3583,11304941.782135362,196579545.92360082,185274604.14146546,0.9645330294786016,0.334778757138406,1
Venus,planet,rv2_coarse,9,9.18,1067,4043,29070288.936723877,413707001.0625773,384636712.1258534,2.300591622880068,0.021414724992073975,1
Mars,planet,rv2_coarse,1,0.45,958,4136,1653504826.4018788,1995732175.2917523,342227348.8898735,0.3669886870729611,0.7136274565694065,1
Mars,planet,rv2_coarse,2,0.7,839,3874,57927385.77240041,355871100.90345895,297943715.1310586,1.0644554166152076,0.28712244089059125,1
Mars,planet,rv2_coarse,3,0.9,856,3871,5190948.277599299,11584638.767049858,6393690.489450559,0.6740860580544923,0.5002566027364865,1
Mars,planet,rv2_coarse,4,1.31,786,3885,2027710.7514312977,2109757.8455920205,82047.0941607228,0.3414330230071133,0.7327776183241073,1
Mars,planet,rv2_coarse,5,2.2,865,3992,2251026.1169075146,2830107.6657377253,579081.5488302107,1.8711769662000104,0.06132055630423161,1
Mars,planet,rv2_coarse,6,3.93,810,3838,1393760.3142746913,1649650.3646430431,255890.05036835186,1.250646892919138,0.21106333406594047,1
Mars,planet,rv2_coarse,7,4.7,818,3914,6873790.393337408,1315219.5849800247,-5558570.808357383,-0.8478859897906262,0.3965014677527643,1
Mars,planet,rv2_coarse,8,6.55,840,3696,1810387.871000744,193072888.73133013,191262500.8603294,1.0279599777979707,0.303968654305649,1
Mars,planet,rv2_coarse,9,9.18,930,4180,531968088.57694054,289211741.91744727,-242756346.65949327,-0.5546740984227454,0.5791175958338266,1
Jupiter,planet,rv2_coarse,1,0.45,484,4610,1282577088.8454287,1999487763.4920824,716910674.6466537,0.6579467370081915,0.5105723571659768,1
Jupiter,planet,rv2_coarse,2,0.7,482,4231,2222884445.493776,84097239.14796595,-2138787206.34581,-1.0016457585546856,0.3165147124657386,1
Jupiter,planet,rv2_coarse,3,0.9,456,4271,1835466.4716282894,11344091.707284594,9508625.235656304,1.1577901006982292,0.2469497041326938,1
Jupiter,planet,rv2_coarse,4,1.31,453,4218,1898726.2538631347,2117132.9748103367,218406.72094720206,0.9797431847077899,0.3272129035107443,1
Jupiter,planet,rv2_coarse,5,2.2,543,4314,1163513.60623849,2923769.0089389198,1760255.4027004298,6.487125967877991,8.748912705414114e-11,1
Jupiter,planet,rv2_coarse,6,3.93,483,4165,1350960.7902432713,1634523.3835234093,283562.593280138,1.1637272042581421,0.24453458109968818,1
Jupiter,planet,rv2_coarse,7,4.7,479,4253,311635.08233298536,2497356.4055782547,2185721.3232452692,1.5612489560727423,0.11846502206470588,1
Jupiter,planet,rv2_coarse,8,6.55,488,4048,2520204.898341445,176355796.08998173,173835591.1916403,1.0232567711180371,0.3061864571026258,1
Jupiter,planet,rv2_coarse,9,9.18,576,4534,3201238.926534017,375339984.55443335,372138745.62789935,2.5265370851316837,0.011519322586169833,1
Saturn,planet,rv2_coarse,1,0.45,943,4151,2442554883.837354,1815243711.212012,-627311172.6253421,-0.5939288192734292,0.5525597225482868,1
Saturn,planet,rv2_coarse,2,0.7,867,3846,356303248.8638985,290777640.35310555,-65525608.51079297,-0.15091211038725685,0.8800450471942689,1
Saturn,planet,rv2_coarse,3,0.9,893,3834,1754914.6589445688,12446648.30527843,10691733.64633386,1.1687089073502555,0.24252093197340852,1
Saturn,planet,rv2_coarse,4,1.31,858,3813,1745882.8637820513,2174723.9401062154,428841.07632416417,1.7890806694296884,0.07360182482954647,1
Saturn,planet,rv2_coarse,5,2.2,934,3923,4252411.820663812,2363796.77600051,-1888615.0446633017,-1.56333598564536,0.11797358833218619,1
Saturn,planet,rv2_coarse,6,3.93,866,3782,1613379.0264145497,1603151.1679501587,-10227.85846439097,-0.035926086930659594,0.9713412949278915,1
Saturn,planet,rv2_coarse,7,4.7,942,3790,2851985.2337306966,2132970.951764512,-719014.2819661847,-0.2508363197806366,0.8019406599274701,1
Saturn,planet,rv2_coarse,8,6.55,902,3634,3298086.6687915744,195966771.70814162,192668685.03935006,1.0181434738674513,0.308609777763567,1
Saturn,planet,rv2_coarse,9,9.18,928,4182,352102176.21347994,329240694.4202236,-22861481.793256342,-0.06519789664881487,0.9480164357988443,1
Uranus,planet,rv2_coarse,1,0.45,114,4980,19062943.22149123,1975147133.5687625,1956084190.3472712,4.161153080682526,3.166447359359559e-05,1
Uranus,planet,rv2_coarse,2,0.7,111,4602,9761998.477477478,309900508.41635025,300138509.93887275,1.2890867493755842,0.19736792962741578,1
Uranus,planet,rv2_coarse,3,0.9,107,4620,4097078.941004673,10573420.118222402,6476341.177217729,0.8434763210326293,0.3989621033350348,1
Uranus,planet,rv2_coarse,4,1.31,78,4593,3365560.4487179485,2074390.6304702808,-1291169.8182476677,-1.5154376247524297,0.1296616152321095,1
Uranus,planet,rv2_coarse,5,2.2,92,4765,5289076.684103261,2677509.409824239,-2611567.2742790217,-6.315532954985843,2.692319700514645e-10,1
Uranus,planet,rv2_coarse,6,3.93,85,4563,645196.0779411765,1622937.1657763533,977741.0878351768,8.470137403041129,0.0,1
Uranus,planet,rv2_coarse,7,4.7,78,4654,488535.9575320513,2306064.50207871,1817528.5445466589,1.4199695180233198,0.1556165554099853,1
Uranus,planet,rv2_coarse,8,6.55,82,4454,7289416.518292683,160422180.15449858,153132763.63620588,0.9913770478803469,0.3215015033899409,1
Uranus,planet,rv2_coarse,9,9.18,106,5004,862352.1055424528,340436449.6939043,339574097.5883618,2.544416341653744,0.01094605285782646,1
Neptune,planet,rv2_coarse,1,0.45,1266,3828,1682499091.2269452,2013678696.7623758,331179605.53543067,0.3923071316592323,0.6948312948426192,1
Neptune,planet,rv2_coarse,2,0.7,1209,3504,11937573.545078577,403200112.7702751,391262539.22519654,1.279591195201407,0.20068894807455573,1
Neptune,planet,rv2_coarse,3,0.9,1208,3519,2117920.3954884107,13279096.49193663,11161176.096448218,1.1196619736050637,0.26285783534442686,1
Neptune,planet,rv2_coarse,4,1.31,1237,3434,2553969.401525869,1930963.8121905942,-623005.5893352749,-0.8643923861140603,0.3873723740568642,1
Neptune,planet,rv2_coarse,5,2.2,1280,3577,2932324.8965332033,2653494.974891669,-278829.9216415342,-0.49180818918129343,0.6228549467983238,1
Neptune,planet,rv2_coarse,6,3.93,1180,3468,2030934.0680614407,1460150.4480247982,-570783.6200366425,-2.02311005644948,0.04306180196067966,1
Neptune,planet,rv2_coarse,7,4.7,1222,3510,3326803.9590834696,1910306.4271686086,-1416497.531914861,-0.5362453898981426,0.5917889673201377,1
Neptune,planet,rv2_coarse,8,6.55,1133,3403,18116005.01847625,204111868.60908115,185995863.5906049,0.9191759807740526,0.35800353231482496,1
Neptune,planet,rv2_coarse,9,9.18,1309,3801,5171307.429875501,446426246.2946007,441254938.86472523,2.5117126048894107,0.012014689025529934,1
Earth,earth,rv2_coarse,1,0.45,816,4278,1865554982.3386948,1943925440.6524806,78370458.31378579,0.04444394533509486,0.964550532924288,1
Earth,earth,rv2_coarse,2,0.7,765,3948,13436006.366013072,358907592.88071024,345471586.5146972,1.2727741732675715,0.20309818833393356,1
Earth,earth,rv2_coarse,3,0.9,740,3987,50746098.58412162,2943435.0239841985,-47802663.56013742,-1.0116486025282538,0.3117060985286422,1
Earth,earth,rv2_coarse,4,1.31,751,3920,1916668.9079560586,2130298.8599170917,213629.95196103305,0.8506471186805422,0.39496540677511693,1
Earth,earth,rv2_coarse,5,2.2,793,4064,2095873.5811790668,2850122.943620817,754249.36244175,2.5036709434987094,0.012291228855614289,1
Earth,earth,rv2_coarse,6,3.93,730,3918,1439975.7887842467,1635814.606495661,195838.8177114143,1.2507336109958098,0.21103168343911816,1
Earth,earth,rv2_coarse,7,4.7,715,4017,375762.6828671329,2614353.915636499,2238591.232769366,1.5102673777271003,0.1309752122708412,1
Earth,earth,rv2_coarse,8,6.55,700,3836,2067451.450703125,186045596.07589796,183978144.62519485,1.0262573507665054,0.3047702947629767,1
Earth,earth,rv2_coarse,9,9.18,852,4258,995445220.124459,200919698.46064943,-794525521.6638095,-1.4595138133623278,0.14442374153210125,1
Fornax-A,fixed,rv2_coarse,1,0.45,1306,3788,1310980915.2334898,2145265265.4183607,834284350.184871,1.025913742910838,0.3049322441605171,2
Fornax-A,fixed,rv2_coarse,2,0.7,1140,3573,12010148.812280701,395621089.257499,383610940.44521827,1.2792688346760828,0.20080240334107202,2
Fornax-A,fixed,rv2_coarse,3,0.9,1139,3588,32745097.409679543,3341951.6285535116,-29403145.78112603,-0.9575516345243067,0.3382888976106022,2
Fornax-A,fixed,rv2_coarse,4,1.31,1130,3541,1848695.2539823009,2174855.7593194013,326160.5053371005,1.20114329184465,0.22969562232328444,2
Fornax-A,fixed,rv2_coarse,5,2.2,1119,3738,2281221.759271671,2860417.400782504,579195.641510833,1.710972796597393,0.08708613475286509,2
Fornax-A,fixed,rv2_coarse,6,3.93,1115,3533,1632321.1687219732,1596452.264629918,-35868.90409205528,-0.20937230101523366,0.8341576141541938,2
Fornax-A,fixed,rv2_coarse,7,4.7,1167,3565,362382.35614824336,2902560.950276807,2540178.5941285635,1.5209999401920382,0.1282598523282945,2
Fornax-A,fixed,rv2_coarse,8,6.55,1084,3452,1176771.814557628,206790991.28495255,205614219.4703949,1.0321531537963577,0.3020003766589314,2
Fornax-A,fixed,rv2_coarse,9,9.18,1239,3871,3638369.4258758323,438937603.68711555,435299234.2612397,2.523579898626902,0.011616665895614942,2
Cygnus-A,fixed,rv2_coarse,1,0.45,23,5071,15404811.206521738,1940061445.4825356,1924656634.2760139,4.168048191493248,3.0721899118901774e-05,2
Cygnus-A,fixed,rv2_coarse,2,0.7,20,4693,3575082.55,304107014.6840068,300531932.1340068,1.316302325788189,0.18807259055426728,2
Cygnus-A,fixed,rv2_coarse,3,0.9,22,4705,1337638.4403409092,10469322.07166578,9131683.631324872,1.2247850973269052,0.22065620138046804,2
Cygnus-A,fixed,rv2_coarse,4,1.31,21,4650,1644552.119047619,2097990.1690860214,453438.05003840243,2.076119241901821,0.03788292394659054,2
Cygnus-A,fixed,rv2_coarse,5,2.2,23,4834,2453656.8940217393,2728277.468801717,274620.57477997756,0.2914310881481894,0.7707216409917632,2
Cygnus-A,fixed,rv2_coarse,6,3.93,19,4629,743703.5460526316,1608592.263272305,864888.7172196734,4.209946651460198,2.5543099586133877e-05,2
Cygnus-A,fixed,rv2_coarse,7,4.7,21,4711,288791.01488095237,2284963.9961896236,1996172.9813086712,1.5793201159176735,0.11426265010332104,2
Cygnus-A,fixed,rv2_coarse,8,6.55,18,4518,768848.59765625,158278947.16420516,157510098.5665489,1.034806228822895,0.300759413417345,2
Cygnus-A,fixed,rv2_coarse,9,9.18,30,5080,1499886.5854166667,335352442.32163817,333852555.7362215,2.539466671684371,0.011102162265275828,2
Sag-A,fixed,rv2_coarse,1,0.45,788,4306,804555207.6354696,2137579284.0415554,1333024076.406086,1.5751630622260855,0.11521881086390962,2
Sag-A,fixed,rv2_coarse,2,0.7,735,3978,64268281.951020405,346910139.3486787,282641857.3976583,1.0321205467015495,0.30201564963971483,2
Sag-A,fixed,rv2_coarse,3,0.9,697,4030,2931215.301201578,11723208.766237592,8791993.465036014,1.0093340279549032,0.3128144660197547,2
Sag-A,fixed,rv2_coarse,4,1.31,725,3946,2150825.659137931,2085869.5585086164,-64956.10062931478,-0.27307310252926287,0.7847970222963208,2
Sag-A,fixed,rv2_coarse,5,2.2,720,4137,2528647.554340278,2761494.1149685765,232846.56062829867,0.7098588939902445,0.4777916433022251,2
Sag-A,fixed,rv2_coarse,6,3.93,673,3975,1113587.4499442794,1688266.566100629,574679.1161563497,3.9855142289495396,6.733414187998221e-05,2
Sag-A,fixed,rv2_coarse,7,4.7,666,4066,457754.32244744746,2573946.2908538654,2116191.968406418,1.4421786833578984,0.14925197250672273,2
Sag-A,fixed,rv2_coarse,8,6.55,694,3842,1669752.8880977575,185830118.1827946,184160365.29469684,1.0288829246541853,0.30353469317718274,2
Sag-A,fixed,rv2_coarse,9,9.18,766,4344,193329105.2108508,358090540.7458501,164761435.53499928,0.7395445046051132,0.459576425748522,2
Mercury,planet,rv2_coarse,1,0.45,753,4341,2594784505.313247,1816294210.596363,-778490294.7168841,-0.40423911343392765,0.6860368939629422,2
Mercury,planet,rv2_coarse,2,0.7,726,3987,7719239.55922865,356569238.43567693,348849998.8764483,1.2981248195270594,0.19424444686457232,2
Mercury,planet,rv2_coarse,3,0.9,710,4017,2070709.7652288734,11903755.155479835,9833045.390250962,1.125912262275314,0.260202658486995,2
Mercury,planet,rv2_coarse,4,1.31,710,3961,1712304.4903169014,2164719.4376735673,452414.947356666,1.9646373004316477,0.04945623157037948,2
Mercury,planet,rv2_coarse,5,2.2,769,4088,3233138.6323146946,2631762.178204501,-601376.4541101935,-0.7075474579802943,0.47922633132729664,2
Mercury,planet,rv2_coarse,6,3.93,732,3916,1342618.1290983607,1654113.249122191,311495.1200238303,1.9110617291437726,0.055996648577164354,2
Mercury,planet,rv2_coarse,7,4.7,744,3988,367441.5574596774,2632184.924426233,2264743.3669665554,1.5169102655444642,0.12928934144367465,2
Mercury,planet,rv2_coarse,8,6.55,676,3860,2452610.5603735205,184834237.7781928,182381627.21781927,1.0237147950882124,0.3059700051504226,2
Mercury,planet,rv2_coarse,9,9.18,810,4300,777800015.1466676,249678463.09829852,-528121552.04836905,-1.083074733700747,0.2787752527432876,2
Venus,planet,rv2_coarse,1,0.45,1002,4092,2172686416.222056,1872281063.451903,-300405352.7701528,-0.3331592257128607,0.7390140947677613,2
Venus,planet,rv2_coarse,2,0.7,954,3759,16505312.87735849,375498710.5820814,358993397.7047229,1.259337811863543,0.20790834119705925,2
Venus,planet,rv2_coarse,3,0.9,988,3739,2862251.5099949394,12425697.753677454,9563446.243682515,1.015524708522231,0.3098557745446606,2
Venus,planet,rv2_coarse,4,1.31,963,3708,2705124.4958463134,1937744.0645226538,-767380.4313236596,-0.832239745838425,0.4052736334494704,2
Venus,planet,rv2_coarse,5,2.2,1045,3812,3094140.301375598,2626324.967946616,-467815.3334289822,-0.5107990788595995,0.6094917542414859,2
Venus,planet,rv2_coarse,6,3.93,976,3672,1553976.620517418,1618633.6526245915,64657.032107173465,0.28722683711059666,0.7739386386278193,2
Venus,planet,rv2_coarse,7,4.7,1008,3724,2693779.5049472386,2163050.5521952203,-530728.9527520183,-0.1935926957418932,0.8464948179484058,2
Venus,planet,rv2_coarse,8,6.55,982,3554,21072918.271830447,195392379.52158108,174319461.24975064,0.8990791897777419,0.3686104817667992,2
